#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1980-01-01 to 2023-01-01
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1071: Esther Island, AK
# 
# Data items provided in this file:
#
# Element Name             Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Maximum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Minimum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Precipitation Increment  Value       None           Day                N/A        Inches              N/A           PRCP          Total precipitation                                      
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Esther Island (1071) 
# Alaska  SNOTEL Site - 50 ft
# Reporting Frequency: Daily; Date Range: 1980-01-01 to 2023-01-01
#
# As of: Jan 26, 2023 3:02:20 PM GMT-08:00
#
Date,Esther Island (1071) Air Temperature Maximum (degF),Esther Island (1071) Air Temperature Minimum (degF),Esther Island (1071) Precipitation Increment (in)
2010-11-07,41.4,36.9,0.4
2010-11-08,43.9,36.1,1.1
2010-11-09,36.7,32.4,0.5
2010-11-10,41.2,29.7,0.0
2010-11-11,41.4,35.8,0.9
2010-11-12,42.6,34.2,0.8
2010-11-13,41.7,33.3,0.1
2010-11-14,37.8,31.8,0.1
2010-11-15,35.4,28.6,0.0
2010-11-16,30.7,26.6,0.1
2010-11-17,39.2,28.6,0.0
2010-11-18,45.1,34.5,0.0
2010-11-19,37.2,30.0,0.0
2010-11-20,35.4,30.4,0.0
2010-11-21,36.0,30.0,0.0
2010-11-22,36.9,32.7,0.0
2010-11-23,41.5,35.8,0.7
2010-11-24,42.6,37.2,0.7
2010-11-25,38.5,33.1,1.9
2010-11-26,35.4,32.0,0.1
2010-11-27,32.4,27.1,0.0
2010-11-28,32.4,28.0,0.1
2010-11-29,33.1,27.7,0.1
2010-11-30,32.4,25.9,0.0
2010-12-01,28.6,21.9,0.1
2010-12-02,31.8,21.9,0.0
2010-12-03,36.7,22.3,2.1
2010-12-04,39.2,32.5,0.9
2010-12-05,34.3,30.7,0.1
2010-12-06,34.7,32.2,0.1
2010-12-07,36.1,32.7,0.2
2010-12-08,37.2,29.8,0.0
2010-12-09,31.8,26.8,0.0
2010-12-10,33.3,29.7,0.6
2010-12-11,34.0,32.7,0.3
2010-12-12,33.1,23.7,0.2
2010-12-13,27.7,20.3,0.0
2010-12-14,27.3,22.5,0.1
2010-12-15,27.3,17.8,0.0
2010-12-16,25.3,17.2,0.0
2010-12-17,26.8,16.7,0.0
2010-12-18,21.0,15.6,0.0
2010-12-19,23.5,15.1,0.0
2010-12-20,27.9,22.8,0.0
2010-12-21,27.3,18.5,0.0
2010-12-22,27.0,18.0,0.0
2010-12-23,27.1,16.0,0.0
2010-12-24,22.1,13.5,0.1
2010-12-25,28.9,17.4,0.0
2010-12-26,36.1,22.8,0.3
2010-12-27,32.2,18.1,0.0
2010-12-28,26.4,14.9,0.0
2010-12-29,34.3,24.3,0.2
2010-12-30,38.5,29.8,0.7
2010-12-31,39.6,35.8,2.5
2011-01-01,41.7,36.0,1.9
2011-01-02,41.4,35.8,1.3
2011-01-03,41.2,33.1,2.5
2011-01-04,41.2,34.3,1.2
2011-01-05,38.8,31.3,0.8
2011-01-06,32.4,26.1,0.1
2011-01-07,30.4,23.5,0.0
2011-01-08,26.1,21.4,0.1
2011-01-09,25.2,19.9,0.0
2011-01-10,29.7,20.8,0.0
2011-01-11,28.8,21.0,0.0
2011-01-12,24.8,16.5,0.0
2011-01-13,22.8,11.8,0.0
2011-01-14,16.7,9.0,0.0
2011-01-15,19.2,8.1,0.0
2011-01-16,15.8,7.0,0.0
2011-01-17,21.4,6.6,0.0
2011-01-18,25.2,12.9,0.0
2011-01-19,30.2,12.9,0.1
2011-01-20,33.6,25.7,0.0
2011-01-21,35.4,33.1,0.6
2011-01-22,37.0,27.5,0.2
2011-01-23,41.0,27.9,1.0
2011-01-24,42.1,35.1,0.8
2011-01-25,42.1,35.8,1.3
2011-01-26,36.7,32.7,0.3
2011-01-27,35.4,32.7,0.1
2011-01-28,33.4,27.7,0.1
2011-01-29,33.6,26.6,0.0
2011-01-30,38.1,29.7,0.0
2011-01-31,38.8,32.7,1.7
2011-02-01,41.5,33.1,3.2
2011-02-02,42.3,35.8,2.3
2011-02-03,39.9,31.1,0.9
2011-02-04,34.2,20.1,0.2
2011-02-05,30.4,17.6,0.0
2011-02-06,34.2,21.7,0.0
2011-02-07,29.5,16.9,0.0
2011-02-08,37.9,28.2,0.6
2011-02-09,37.6,33.6,0.8
2011-02-10,36.7,33.4,0.2
2011-02-11,33.8,24.3,0.9
2011-02-12,25.9,19.9,0.1
2011-02-13,22.6,19.6,0.1
2011-02-14,27.0,8.8,0.2
2011-02-15,27.0,8.2,0.0
2011-02-16,28.0,10.0,0.0
2011-02-17,35.1,16.2,0.0
2011-02-18,30.4,21.4,0.1
2011-02-19,30.6,20.1,0.0
2011-02-20,32.4,16.2,0.0
2011-02-21,33.6,27.7,0.0
2011-02-22,31.8,18.5,0.1
2011-02-23,34.3,10.2,0.0
2011-02-24,34.0,12.7,0.0
2011-02-25,36.9,21.2,0.0
2011-02-26,30.6,20.5,0.0
2011-02-27,29.8,6.6,0.0
2011-02-28,32.4,8.2,0.0
2011-03-01,32.2,8.2,0.0
2011-03-02,30.9,6.8,0.0
2011-03-03,33.6,7.3,0.0
2011-03-04,30.9,10.4,0.0
2011-03-05,35.2,19.6,0.0
2011-03-06,45.0,23.2,0.0
2011-03-07,43.9,17.1,0.0
2011-03-08,39.0,16.9,0.0
2011-03-09,39.9,13.1,0.0
2011-03-10,34.5,11.1,0.0
2011-03-11,33.3,8.4,0.0
2011-03-12,32.7,6.8,0.0
2011-03-13,32.5,6.6,0.0
2011-03-14,36.5,10.8,0.0
2011-03-15,40.1,15.3,0.0
2011-03-16,38.8,29.3,0.0
2011-03-17,43.0,27.9,0.0
2011-03-18,39.2,24.3,0.0
2011-03-19,41.2,22.6,0.0
2011-03-20,41.2,18.7,0.0
2011-03-21,39.9,16.5,0.0
2011-03-22,34.7,28.9,0.1
2011-03-23,38.8,30.0,0.1
2011-03-24,37.6,33.4,0.7
2011-03-25,39.9,33.1,0.1
2011-03-26,41.7,28.9,0.0
2011-03-27,42.3,28.8,0.0
2011-03-28,41.7,30.9,0.4
2011-03-29,41.2,35.4,0.8
2011-03-30,43.5,34.9,0.3
2011-03-31,43.9,32.4,0.0
2011-04-01,41.7,32.4,0.2
2011-04-02,37.8,32.2,0.5
2011-04-03,40.8,34.5,0.2
2011-04-04,39.6,34.5,0.4
2011-04-05,38.5,32.7,0.9
2011-04-06,38.7,29.5,0.0
2011-04-07,36.3,32.2,2.3
2011-04-08,42.4,33.1,0.1
2011-04-09,42.4,29.8,0.0
2011-04-10,45.3,30.7,0.1
2011-04-11,45.7,28.9,0.0
2011-04-12,46.2,25.5,0.0
2011-04-13,43.9,27.7,0.0
2011-04-14,47.8,29.8,0.0
2011-04-15,50.7,28.9,0.0
2011-04-16,48.6,27.9,0.0
2011-04-17,49.5,29.8,0.0
2011-04-18,51.1,31.3,0.0
2011-04-19,48.0,29.1,0.0
2011-04-20,44.4,33.1,0.0
2011-04-21,43.2,33.3,0.6
2011-04-22,39.6,35.8,2.5
2011-04-23,42.3,37.2,2.7
2011-04-24,44.2,36.0,0.4
2011-04-25,46.0,34.9,0.2
2011-04-26,43.2,32.2,0.0
2011-04-27,48.7,30.7,0.1
2011-04-28,48.7,30.2,0.0
2011-04-29,45.9,36.0,0.2
2011-04-30,38.8,34.2,1.4
2011-05-01,47.7,33.3,0.0
2011-05-02,52.5,36.7,0.0
2011-05-03,43.7,36.7,0.2
2011-05-04,41.4,35.2,0.2
2011-05-05,49.8,35.2,0.0
2011-05-06,51.6,33.4,0.0
2011-05-07,51.1,37.9,0.0
2011-05-08,47.5,37.0,0.3
2011-05-09,48.7,33.4,0.0
2011-05-10,56.7,32.4,0.0
2011-05-11,53.4,35.4,0.0
2011-05-12,56.1,34.2,0.0
2011-05-13,53.4,32.0,0.0
2011-05-14,49.8,34.9,0.0
2011-05-15,50.9,34.9,0.0
2011-05-16,51.6,38.7,0.0
2011-05-17,51.1,37.9,0.0
2011-05-18,48.7,40.8,0.2
2011-05-19,46.6,43.0,2.4
2011-05-20,47.5,36.7,0.1
2011-05-21,48.0,35.2,0.0
2011-05-22,48.7,41.7,0.0
2011-05-23,54.9,39.0,0.0
2011-05-24,58.1,36.0,0.0
2011-05-25,57.6,42.6,0.0
2011-05-26,66.7,39.9,0.0
2011-05-27,70.7,44.4,0.0
2011-05-28,57.7,45.0,0.0
2011-05-29,60.3,45.1,0.0
2011-05-30,62.1,44.1,0.0
2011-05-31,57.2,43.5,0.1
2011-06-01,52.0,46.2,0.0
2011-06-02,59.0,44.2,0.0
2011-06-03,51.4,43.3,1.2
2011-06-04,51.1,42.6,0.2
2011-06-05,53.4,41.9,0.2
2011-06-06,58.1,40.6,0.0
2011-06-07,49.5,43.5,0.0
2011-06-08,52.3,45.1,0.0
2011-06-09,55.9,43.5,0.0
2011-06-10,55.9,43.2,0.0
2011-06-11,57.0,42.4,0.0
2011-06-12,59.9,41.9,0.0
2011-06-13,55.9,44.8,0.0
2011-06-14,55.6,46.4,0.0
2011-06-15,48.7,43.0,1.0
2011-06-16,57.6,43.0,0.0
2011-06-17,64.4,43.0,0.0
2011-06-18,61.0,44.1,0.0
2011-06-19,53.8,48.9,0.0
2011-06-20,55.8,48.9,0.0
2011-06-21,64.2,48.6,0.0
2011-06-22,61.5,45.7,0.0
2011-06-23,64.4,47.1,0.0
2011-06-24,62.2,48.4,0.0
2011-06-25,56.5,51.3,0.3
2011-06-26,59.9,51.1,0.2
2011-06-27,54.7,48.9,0.5
2011-06-28,62.6,47.7,0.0
2011-06-29,64.2,46.6,0.0
2011-06-30,55.9,49.5,0.0
2011-07-01,53.2,46.6,0.4
2011-07-02,61.5,47.5,0.0
2011-07-03,62.8,46.2,0.0
2011-07-04,61.2,47.8,0.3
2011-07-05,65.1,47.7,0.0
2011-07-06,64.9,48.4,0.0
2011-07-07,57.7,51.6,0.0
2011-07-08,57.9,49.6,0.1
2011-07-09,59.2,49.3,0.0
2011-07-10,62.4,48.6,0.0
2011-07-11,62.1,48.6,0.0
2011-07-12,63.9,50.7,0.0
2011-07-13,68.2,50.0,0.0
2011-07-14,67.5,54.1,0.1
2011-07-15,70.0,54.7,0.0
2011-07-16,58.6,54.7,0.2
2011-07-17,60.8,52.5,1.1
2011-07-18,62.2,50.5,0.0
2011-07-19,65.7,49.3,0.0
2011-07-20,70.2,47.8,0.0
2011-07-21,65.7,50.4,0.0
2011-07-22,69.8,48.7,0.0
2011-07-23,64.9,50.5,0.6
2011-07-24,55.4,51.4,3.1
2011-07-25,55.2,49.5,1.1
2011-07-26,60.4,49.1,0.0
2011-07-27,63.9,48.9,0.0
2011-07-28,66.0,47.5,0.0
2011-07-29,67.1,50.9,0.0
2011-07-30,67.6,49.6,0.0
2011-07-31,59.2,54.9,0.1
2011-08-01,55.6,53.2,2.8
2011-08-02,54.1,52.3,4.4
2011-08-03,54.0,51.8,2.6
2011-08-04,56.1,51.3,0.9
2011-08-05,54.7,49.6,1.3
2011-08-06,56.1,48.2,0.8
2011-08-07,50.4,47.5,1.2
2011-08-08,53.2,49.3,0.7
2011-08-09,51.6,47.1,0.0
2011-08-10,63.1,46.2,0.0
2011-08-11,67.6,51.1,0.0
2011-08-12,71.1,51.1,0.0
2011-08-13,58.6,51.8,0.0
2011-08-14,53.4,50.2,1.1
2011-08-15,63.3,48.7,0.0
2011-08-16,63.7,51.1,0.0
2011-08-17,57.6,52.3,0.4
2011-08-18,54.7,49.8,1.8
2011-08-19,55.6,48.9,1.8
2011-08-20,54.7,51.6,0.8
2011-08-21,63.9,50.4,0.0
2011-08-22,55.0,50.7,0.2
2011-08-23,57.0,50.7,0.3
2011-08-24,57.7,47.8,0.1
2011-08-25,53.2,48.6,1.1
2011-08-26,56.8,47.3,0.0
2011-08-27,53.1,47.8,1.2
2011-08-28,64.4,47.3,0.0
2011-08-29,59.4,45.7,0.0
2011-08-30,55.0,47.5,0.1
2011-08-31,52.0,47.5,2.1
2011-09-01,61.3,45.0,0.0
2011-09-02,54.0,47.8,1.4
2011-09-03,51.1,47.5,0.8
2011-09-04,51.1,46.8,1.6
2011-09-05,50.7,46.0,2.1
2011-09-06,52.5,47.8,3.8
2011-09-07,52.2,48.6,4.0
2011-09-08,54.9,47.7,0.3
2011-09-09,55.0,45.5,0.0
2011-09-10,55.8,47.8,0.0
2011-09-11,58.6,45.7,0.0
2011-09-12,54.0,47.1,0.5
2011-09-13,53.4,48.6,2.0
2011-09-14,52.9,45.5,0.6
2011-09-15,49.5,46.2,1.0
2011-09-16,48.0,45.3,1.2
2011-09-17,47.7,45.0,1.0
2011-09-18,53.1,44.4,0.0
2011-09-19,49.5,45.0,3.1
2011-09-20,52.0,46.2,3.5
2011-09-21,52.5,45.7,1.4
2011-09-22,49.5,41.5,0.9
2011-09-23,54.1,41.7,0.0
2011-09-24,50.0,44.1,0.8
2011-09-25,51.4,39.6,0.0
2011-09-26,53.2,39.2,0.0
2011-09-27,52.0,40.5,0.0
2011-09-28,46.0,37.6,2.0
2011-09-29,43.0,40.8,0.6
2011-09-30,47.7,40.3,0.6
2011-10-01,47.5,39.9,4.7
2011-10-02,47.8,43.2,3.5
2011-10-03,43.5,40.1,0.5
2011-10-04,49.8,39.4,0.0
2011-10-05,47.8,37.2,0.7
2011-10-06,45.0,39.2,2.5
2011-10-07,45.7,40.8,0.1
2011-10-08,45.9,37.8,0.4
2011-10-09,47.7,37.2,0.0
2011-10-10,47.7,35.8,0.0
2011-10-11,44.4,36.1,0.1
2011-10-12,44.8,35.1,0.0
2011-10-13,42.1,35.1,0.0
2011-10-14,43.5,38.5,4.1
2011-10-15,45.3,41.2,1.3
2011-10-16,43.0,39.9,1.7
2011-10-17,44.2,37.2,0.6
2011-10-18,43.3,36.3,0.0
2011-10-19,40.3,33.4,0.9
2011-10-20,42.6,35.1,0.6
2011-10-21,43.2,39.9,0.4
2011-10-22,43.0,37.4,0.1
2011-10-23,43.5,36.3,0.0
2011-10-24,46.0,38.1,1.5
2011-10-25,45.3,37.4,4.6
2011-10-26,43.2,32.7,0.3
2011-10-27,40.8,32.7,0.1
2011-10-28,41.4,33.1,0.1
2011-10-29,44.4,38.3,0.2
2011-10-30,39.2,32.5,0.4
2011-10-31,35.2,30.2,0.4
2011-11-01,37.9,32.2,1.0
2011-11-02,36.0,29.5,0.0
2011-11-03,36.1,27.9,0.6
2011-11-04,39.0,32.5,0.6
2011-11-05,37.8,31.6,0.5
2011-11-06,37.0,32.5,1.6
2011-11-07,36.0,25.0,0.3
2011-11-08,29.3,24.4,0.1
2011-11-09,32.9,27.1,0.1
2011-11-10,38.5,30.0,0.1
2011-11-11,37.8,29.8,0.0
2011-11-12,38.1,31.8,0.1
2011-11-13,36.9,30.0,0.0
2011-11-14,31.1,25.9,0.1
2011-11-15,26.8,19.8,0.0
2011-11-16,24.8,21.6,0.0
2011-11-17,23.5,20.1,0.0
2011-11-18,23.2,18.5,0.0
2011-11-19,23.5,16.7,0.0
2011-11-20,29.8,20.3,0.0
2011-11-21,28.6,16.0,0.1
2011-11-22,25.3,15.8,0.7
2011-11-23,25.5,18.0,0.0
2011-11-24,27.0,19.4,0.5
2011-11-25,28.0,25.2,1.5
2011-11-26,26.4,16.9,0.1
2011-11-27,34.0,18.0,0.2
2011-11-28,31.6,27.3,0.0
2011-11-29,35.4,12.2,0.4
2011-11-30,40.3,32.7,1.9
2011-12-01,34.0,29.7,0.1
2011-12-02,37.8,30.4,0.8
2011-12-03,39.9,30.4,0.8
2011-12-04,42.4,32.7,4.1
2011-12-05,39.4,27.1,0.1
2011-12-06,28.4,22.6,0.0
2011-12-07,36.3,28.2,0.2
2011-12-08,34.5,30.7,0.3
2011-12-09,34.3,26.1,0.0
2011-12-10,36.5,21.4,0.4
2011-12-11,39.4,33.8,4.6
2011-12-12,38.8,32.2,0.5
2011-12-13,32.5,26.6,0.6
2011-12-14,38.8,28.0,0.4
2011-12-15,39.0,34.2,0.5
2011-12-16,37.4,33.1,0.6
2011-12-17,39.6,34.2,0.9
2011-12-18,39.7,34.5,3.4
2011-12-19,35.8,31.6,0.1
2011-12-20,39.7,28.8,1.3
2011-12-21,38.3,28.4,0.3
2011-12-22,32.5,27.0,0.4
2011-12-23,29.8,17.2,0.2
2011-12-24,27.9,13.5,0.3
2011-12-25,28.2,17.1,0.2
2011-12-26,27.3,19.8,0.0
2011-12-27,28.9,23.2,0.1
2011-12-28,26.6,21.2,0.1
2011-12-29,23.0,16.3,0.3
2011-12-30,21.4,8.1,0.5
2011-12-31,19.4,8.1,0.0
2012-01-01,21.7,17.4,0.0
2012-01-02,24.6,7.7,0.0
2012-01-03,23.5,9.5,0.0
2012-01-04,26.4,20.8,0.0
2012-01-05,33.1,10.6,0.0
2012-01-06,29.8,6.3,1.1
2012-01-07,31.1,15.4,0.0
2012-01-08,30.7,20.3,0.2
2012-01-09,22.8,8.4,0.7
2012-01-10,37.0,22.6,1.8
2012-01-11,39.4,35.6,0.9
2012-01-12,38.1,23.9,0.8
2012-01-13,24.3,18.9,0.5
2012-01-14,22.8,8.6,0.0
2012-01-15,16.0,6.8,0.0
2012-01-16,14.7,1.9,0.0
2012-01-17,9.9,0.5,0.0
2012-01-18,9.7,-1.1,0.0
2012-01-19,9.7,-2.4,0.0
2012-01-20,20.1,-1.1,0.0
2012-01-21,21.0,1.6,0.0
2012-01-22,32.7,20.8,0.1
2012-01-23,36.0,25.3,0.0
2012-01-24,31.1,18.9,0.3
2012-01-25,23.5,19.8,0.3
2012-01-26,24.4,12.6,0.5
2012-01-27,15.6,0.3,0.9
2012-01-28,22.8,4.1,0.3
2012-01-29,21.4,3.4,0.0
2012-01-30,26.1,7.9,0.0
2012-01-31,30.7,18.1,0.0
2012-02-01,37.8,29.5,1.6
2012-02-02,39.0,33.4,0.5
2012-02-03,34.2,24.1,1.1
2012-02-04,24.8,10.0,0.8
2012-02-05,41.5,21.7,0.0
2012-02-06,42.3,25.9,0.1
2012-02-07,30.9,20.1,0.2
2012-02-08,43.0,19.8,1.3
2012-02-09,41.2,34.7,0.0
2012-02-10,38.8,33.3,1.7
2012-02-11,38.1,33.1,2.6
2012-02-12,38.8,34.0,0.6
2012-02-13,39.0,33.4,3.1
2012-02-14,37.6,32.5,0.5
2012-02-15,36.0,32.7,0.6
2012-02-16,38.7,33.4,0.9
2012-02-17,37.0,33.4,0.6
2012-02-18,37.2,32.5,0.1
2012-02-19,36.1,31.5,0.2
2012-02-20,36.7,33.3,0.6
2012-02-21,38.8,33.3,0.0
2012-02-22,38.1,23.2,0.1
2012-02-23,30.7,24.3,0.5
2012-02-24,30.0,18.5,0.1
2012-02-25,28.0,7.5,0.2
2012-02-26,35.6,27.1,1.8
2012-02-27,37.0,31.3,1.4
2012-02-28,32.5,26.4,0.0
2012-02-29,34.9,27.0,0.2
2012-03-01,33.6,27.1,0.1
2012-03-02,40.3,31.3,0.5
2012-03-03,35.4,25.5,0.3
2012-03-04,29.7,25.0,0.1
2012-03-05,28.6,12.6,0.5
2012-03-06,35.1,20.1,0.1
2012-03-07,35.8,6.4,0.0
2012-03-08,29.8,7.5,0.1
2012-03-09,30.2,24.4,0.4
2012-03-10,27.9,23.5,0.0
2012-03-11,31.8,23.7,0.1
2012-03-12,32.9,14.7,0.0
2012-03-13,33.6,17.1,0.3
2012-03-14,34.3,31.3,1.4
2012-03-15,40.5,17.1,0.0
2012-03-16,39.9,10.8,0.0
2012-03-17,40.6,19.0,0.1
2012-03-18,37.9,16.2,0.1
2012-03-19,36.0,19.9,0.4
2012-03-20,32.7,18.7,0.0
2012-03-21,34.3,12.6,0.1
2012-03-22,34.2,10.8,0.0
2012-03-23,33.4,8.2,0.2
2012-03-24,38.7,23.7,0.1
2012-03-25,40.3,20.1,0.0
2012-03-26,39.0,24.1,0.2
2012-03-27,38.8,30.0,0.2
2012-03-28,49.1,34.5,0.4
2012-03-29,47.5,32.7,0.1
2012-03-30,46.8,30.4,0.2
2012-03-31,46.8,34.0,0.0
2012-04-01,46.6,27.9,0.1
2012-04-02,43.7,27.0,0.0
2012-04-03,44.1,25.9,0.0
2012-04-04,44.8,22.8,0.0
2012-04-05,38.5,34.9,0.7
2012-04-06,38.8,34.9,0.4
2012-04-07,39.0,32.4,0.4
2012-04-08,42.1,27.3,0.0
2012-04-09,44.4,23.7,0.0
2012-04-10,47.7,22.5,0.0
2012-04-11,53.6,31.5,0.0
2012-04-12,52.2,30.0,0.0
2012-04-13,48.0,30.6,0.0
2012-04-14,46.8,28.0,0.7
2012-04-15,43.5,36.1,1.1
2012-04-16,43.9,36.0,1.1
2012-04-17,44.8,35.4,0.6
2012-04-18,50.2,32.5,0.0
2012-04-19,54.7,29.8,0.0
2012-04-20,55.8,32.9,0.0
2012-04-21,43.0,34.5,0.4
2012-04-22,51.3,32.5,0.1
2012-04-23,49.5,30.9,0.0
2012-04-24,48.9,28.4,0.0
2012-04-25,54.0,29.8,0.0
2012-04-26,58.3,30.9,0.0
2012-04-27,50.4,31.5,0.0
2012-04-28,48.2,37.8,0.1
2012-04-29,46.6,31.3,0.1
2012-04-30,50.4,29.7,0.0
2012-05-01,48.4,30.4,0.0
2012-05-02,44.2,34.5,0.0
2012-05-03,41.7,33.3,0.4
2012-05-04,45.9,33.4,0.0
2012-05-05,40.8,34.5,0.9
2012-05-06,42.4,36.7,1.0
2012-05-07,48.0,37.8,0.0
2012-05-08,49.5,36.0,0.3
2012-05-09,44.2,36.0,0.3
2012-05-10,40.5,36.3,3.5
2012-05-11,41.5,36.0,1.0
2012-05-12,41.7,34.0,0.7
2012-05-13,42.6,34.2,1.0
2012-05-14,46.6,31.6,0.0
2012-05-15,54.1,28.8,0.0
2012-05-16,55.9,31.1,0.0
2012-05-17,53.4,30.4,0.0
2012-05-18,46.6,30.6,0.2
2012-05-19,45.5,36.9,0.9
2012-05-20,44.2,35.8,0.2
2012-05-21,54.1,36.0,0.0
2012-05-22,49.8,37.8,0.0
2012-05-23,56.7,35.4,0.0
2012-05-24,47.8,38.3,0.7
2012-05-25,44.4,38.1,1.2
2012-05-26,46.9,36.7,0.1
2012-05-27,48.6,34.5,0.0
2012-05-28,52.5,33.3,0.0
2012-05-29,46.2,40.3,1.4
2012-05-30,45.9,39.6,1.8
2012-05-31,45.9,38.3,0.5
2012-06-01,53.6,36.3,0.0
2012-06-02,54.1,33.6,0.0
2012-06-03,48.9,39.6,0.1
2012-06-04,50.4,37.0,0.1
2012-06-05,60.6,35.2,0.0
2012-06-06,51.4,39.4,0.0
2012-06-07,59.2,36.9,0.0
2012-06-08,54.1,44.4,0.2
2012-06-09,53.8,41.0,0.0
2012-06-10,54.1,39.9,0.0
2012-06-11,52.5,41.7,0.3
2012-06-12,46.8,39.7,0.7
2012-06-13,47.1,40.6,0.0
2012-06-14,53.1,39.6,0.0
2012-06-15,53.4,40.3,0.0
2012-06-16,56.7,37.6,0.0
2012-06-17,61.0,42.1,0.0
2012-06-18,61.3,41.7,0.0
2012-06-19,58.6,43.9,0.0
2012-06-20,53.2,44.8,0.0
2012-06-21,66.6,44.4,0.0
2012-06-22,62.8,43.3,0.0
2012-06-23,71.1,44.2,0.0
2012-06-24,53.1,46.8,0.5
2012-06-25,51.8,48.9,1.2
2012-06-26,50.5,46.4,0.7
2012-06-27,51.6,45.3,0.3
2012-06-28,58.5,44.2,0.0
2012-06-29,62.2,43.0,0.0
2012-06-30,53.4,46.2,0.0
2012-07-01,55.6,47.8,0.0
2012-07-02,52.5,48.0,0.2
2012-07-03,52.5,48.0,0.3
2012-07-04,49.3,47.1,1.2
2012-07-05,50.4,46.4,1.4
2012-07-06,54.0,47.1,0.4
2012-07-07,52.0,47.8,0.5
2012-07-08,52.2,45.1,0.3
2012-07-09,54.9,45.1,0.0
2012-07-10,49.6,45.5,0.4
2012-07-11,49.8,46.4,0.7
2012-07-12,50.0,46.9,0.9
2012-07-13,51.4,47.1,0.1
2012-07-14,54.5,47.8,0.3
2012-07-15,51.1,47.7,0.5
2012-07-16,60.8,44.4,0.0
2012-07-17,66.0,45.0,0.0
2012-07-18,59.5,45.9,0.0
2012-07-19,61.5,46.4,0.0
2012-07-20,55.6,47.8,0.1
2012-07-21,57.2,50.4,1.0
2012-07-22,54.9,50.5,1.5
2012-07-23,51.8,49.3,0.2
2012-07-24,58.5,47.3,0.0
2012-07-25,59.7,45.3,0.0
2012-07-26,59.0,46.2,0.0
2012-07-27,66.9,47.5,0.0
2012-07-28,55.0,52.2,0.0
2012-07-29,57.4,50.7,0.3
2012-07-30,53.1,49.6,0.5
2012-07-31,64.2,48.0,0.0
2012-08-01,54.0,48.4,2.2
2012-08-02,53.2,50.2,0.8
2012-08-03,59.5,48.4,0.0
2012-08-04,53.4,48.4,0.2
2012-08-05,54.7,48.0,0.1
2012-08-06,54.1,48.2,0.4
2012-08-07,61.2,47.5,0.0
2012-08-08,57.4,46.2,0.1
2012-08-09,55.2,46.8,0.0
2012-08-10,57.0,49.3,0.0
2012-08-11,62.6,47.8,0.0
2012-08-12,59.9,48.2,0.0
2012-08-13,66.0,47.7,0.0
2012-08-14,61.3,48.7,0.0
2012-08-15,56.1,50.2,0.0
2012-08-16,56.7,51.3,0.4
2012-08-17,61.7,47.8,0.0
2012-08-18,57.0,45.3,0.6
2012-08-19,53.1,50.4,0.7
2012-08-20,52.5,50.0,1.0
2012-08-21,61.9,49.3,0.0
2012-08-22,65.7,49.8,0.0
2012-08-23,54.7,48.7,1.2
2012-08-24,56.5,49.5,0.0
2012-08-25,61.9,48.0,0.1
2012-08-26,52.7,46.6,0.6
2012-08-27,63.0,50.0,0.0
2012-08-28,64.8,50.5,0.0
2012-08-29,64.8,46.8,0.1
2012-08-30,57.0,46.9,0.5
2012-08-31,52.3,47.8,1.2
2012-09-01,52.3,46.2,1.4
2012-09-02,53.1,46.6,0.9
2012-09-03,53.2,47.1,2.1
2012-09-04,52.0,47.3,1.3
2012-09-05,52.2,44.8,0.6
2012-09-06,56.5,43.0,0.0
2012-09-07,53.2,41.5,0.0
2012-09-08,55.8,42.1,0.0
2012-09-09,57.9,45.9,0.0
2012-09-10,59.0,40.5,0.0
